Class_Label,lemmatized_tokens
Normal,"['request', 'pending', 'approval', 'day', 'please', 'click', 'review', 'act', 'upon', 'request', 'request', 'id', 'request', 'create', 'date', 'resource', 'name', 'risk', 'acceptance', 'form', 'local', 'right', 'permanent', 'resource', 'type', 'application']"
Normal,"['following', 'section', 'message', 'file', 'attachment', 'prepared', 'transmission', 'mime', 'message', 'format', 'mail', 'another', 'system', 'able', 'save', 'view', 'within', 'mailer', 'can', 'not', 'please', 'ask', 'system', 'administrator', 'assistance', 'file', 'information', 'file', 'date', 'size', 'type']"
Normal,"['physical', 'desk', 'desk', 'deal', 'today']"
Normal,"['w', 'e', 'e', 'e', 'n', 'd', 'y', 'e', 'm', 'v', 'l', 'b', 'l', 'y', 'f', 'o', 'r', 'system', 'outage', 'data', 'center', 'facility', 'operation', 'outage', 'outage', 'data', 'center', 'facility', 'operation', 'outage', 'server', 'outage', 'impact', 'time', 'sat', 'sun', 'sat', 'sun', 'sun', 'sun', 'outage', 'r', 'drive', 'migration', 'outage', 'environment', 'impacted', 'purpose', 'migration', 'r', 'drive', 'disk', 'space', 'restore', 'backup', 'contact', 'mark', 'jordan', 'h', 'jeff', 'center', 'south', 'data', 'center', 'facility', 'operation', 'outage', 'north', 'lan', 'outage', 'field', 'service', 'outage', 'outage', 'impact', 'p', 'time', 'wed', 'wed', 'wed', 'wed', 'outage', 'environment', 'impacted', 'team', 'purpose', 'need', 'make', 'sure', 'work', 'production', 'box', 'remove', 'replace', 'previous', 'version', 'contact', 'lin', 'market', 'data', 'outage', 'outage', 'o', 'outage', 'impact', 'application', 'time', 'sat', 'sun', 'sat', 'sun', 'sat', 'mon', 'outage', 'maintenance', 'environment', 'impacted', 'user', 'purpose', 'maintenance', 'object', 'increase', 'efficiency', 'space', 'utilization', 'query', 'performance', 'system', 'revert', 'copy', 'object', 'prior', 'contact', 'berger', 'oracle', 'na', 'brewer', 'tantra', 'impact', 'corp', 'time', 'outage', 'test', 'dev', 'disk', 'layout', 'server', 'croaker', 'environment', 'impacted', 'custom', 'log', 'equity', 'relocation', 'government', 'affair', 'infinity', 'remedy', 'purpose', 'migrate', 'new', 'efficient', 'disk', 'layout', 'enhanced', 'performance', 'testing', 'complete', 'restore', 'original', 'restore', 'data', 'backup', 'storage', 'contact', 'well', 'impact', 'corp', 'time', 'outage', 'maintenance', 'weekend', 'server', 'salmon', 'environment', 'impacted', 'ca', 'global', 'infinity', 'pep', 'pop', 'purpose', 'migrate', 'new', 'efficient', 'disk', 'layout', 'enhanced', 'performance', 'testing', 'complete', 'restore', 'original', 'restore', 'data', 'backup', 'storage', 'contact', 'well', 'impact', 'corp', 'time', 'outage', 'test', 'dev', 'disk', 'layout', 'server', 'environment', 'impacted', 'enlighten', 'ram', 'purpose', 'migrate', 'new', 'efficient', 'disk', 'layout', 'enhanced', 'performance', 'testing', 'complete', 'restore', 'original', 'restore', 'data', 'backup', 'storage', 'contact', 'well', 'impact', 'corp', 'time', 'sat', 'sun', 'sat', 'sun', 'sun', 'sun', 'outage', 'test', 'dev', 'disk', 'layout', 'server', 'environment', 'impacted', 'pop', 'purpose', 'migrate', 'new', 'efficient', 'disk', 'layout', 'enhanced', 'performance', 'testing', 'complete', 'restore', 'original', 'restore', 'data', 'backup', 'storage', 'contact', 'well', 'impact', 'corp', 'time', 'sat', 'sun', 'sat', 'sun', 'sun', 'sun', 'outage', 'test', 'dev', 'disk', 'layout', 'astral', 'environment', 'impacted', 'equity', 'phoenix', 'infinity', 'purpose', 'migrate', 'new', 'efficient', 'disk', 'layout', 'enhanced', 'performance', 'testing', 'complete', 'restore', 'original', 'restore', 'data', 'backup', 'storage', 'contact', 'well', 'impact', 'corp', 'time', 'sat', 'sun', 'sat', 'sun', 'sun', 'sun', 'outage', 'test', 'dev', 'disk', 'layout', 'titania', 'environment', 'impacted', 'ca', 'custom', 'log', 'equity', 'relocation', 'global', 'government', 'affair', 'pop', 'purpose', 'migrate', 'new', 'efficient', 'disk', 'layout', 'enhanced', 'performance', 'testing', 'complete', 'restore', 'original', 'restore', 'data', 'backup', 'storage', 'contact', 'well', 'outage', 'system', 'outage', 'telephony', 'outage', 'terminal', 'server', 'outage', 'unify', 'outage', 'assistance', 'resolution', 'center', 'specific', 'help', 'information', 'risk', 'management', 'unify', 'pager', 'pager', 'pager', 'pager', 'pager', 'support', 'pager', 'help', 'desk', 'trader', 'decision', 'support', 'pager']"
Normal,"['following', 'expense', 'report', 'ready', 'approval', 'employee', 'name', 'jane', 'm', 'status', 'last', 'administrator', 'expense', 'report', 'name', 'report', 'total', 'amount', 'due', 'employee', 'approve', 'expense', 'report', 'click', 'following', 'link', 'concur', 'expense']"
Normal,"['meeting', 'meeting', 'date', 'time', 'change', 'without', 'notice', 'interested', 'special', 'meeting', 'throughout', 'year', 'may', 'way', 'consider', 'yearly', 'package', 'open', 'special', 'meeting', 'covered', 'connection', 'unlimited', 'access', 'archive', 'available', 'month', 'special', 'meeting', 'connection', 'announce', 'broadcast', 'via', 'telephone', 'following', 'federal', 'energy', 'regulatory', 'commission', 'special', 'meeting', 'topic', 'generation', 'interconnection', 'related', 'matter', 'conference', 'holiday', 'inn', 'international', 'airport', 'colorado', 'conference', 'available', 'via', 'phone', 'bridge', 'click', 'contract', 'agenda', 'topic', 'generation', 'interconnection', 'related', 'matter', 'conference', 'holiday', 'inn', 'international', 'airport', 'colorado', 'conference', 'available', 'via', 'phone', 'bridge', 'click', 'contract', 'agenda', 'topic', 'generation', 'interconnection', 'activity', 'meeting', 'commission', 'meeting', 'room', 'meeting', 'available', 'via', 'phone', 'bridge', 'click', 'contract', 'agenda', 'topic', 'generation', 'interconnection', 'activity', 'meeting', 'commission', 'meeting', 'room', 'meeting', 'available', 'via', 'phone', 'bridge', 'click', 'contract', 'agenda', 'topic', 'generation', 'interconnection', 'activity', 'meeting', 'commission', 'meeting', 'room', 'meeting', 'available', 'via', 'phone', 'bridge', 'click', 'contract', 'agenda', 'topic', 'hydro', 'status', 'workshop', 'meeting', 'commission', 'meeting', 'room', 'meeting', 'available', 'via', 'phone', 'bridge', 'click', 'contract', 'agenda', 'topic', 'hydro', 'status', 'workshop', 'meeting', 'commission', 'meeting', 'room', 'meeting', 'available', 'via', 'phone', 'bridge', 'click', 'contract', 'agenda', 'please', 'note', 'interconnect', 'meeting', 'week', 'decided', 'tape', 'meeting', 'therefore', 'connection', 'cover', 'need', 'additional', 'information', 'please', 'contact', 'office', 'secretary', 'open', 'meeting', 'connection', 'announce', 'broadcast', 'federal', 'energy', 'regulatory', 'commission', 'open', 'meeting', 'click', 'contract', 'meeting', 'date', 'time', 'change', 'without', 'notice', 'current', 'information', 'go', 'link', 'page', 'may', 'need', 'refresh', 'browser', 'current', 'information', 'appear', 'go', 'web', 'page', 'office', 'secretary', 'annual', 'subscription', 'connection', 'service', 'meeting', 'included', 'annual', 'fee', 'please', 'contact', 'u', 'interested', 'either', 'meeting', 'want', 'get', 'annual', 'subscription', 'service', 'connection', 'offer', 'meeting', 'live', 'via', 'well', 'via', 'phone', 'bridge', 'satellite', 'please', 'visit', 'send', 'information', 'meeting', 'interested', 'please', 'call', 'sincerely']"
Normal,"['know', 'unprecedented', 'time', 'history', 'must', 'adapt', 'employee', 'program', 'fit', 'immediate', 'need', 'company', 'time', 'transition', 'especially', 'difficult', 'announce', 'immediate', 'suspension', 'following', 'program', 'suspended', 'program', 'program', 'longer', 'accept', 'new', 'participant', 'order', 'service', 'order', 'order', 'confirmed', 'prior', 'also', 'discontinue', 'service', 'effective', 'employee', 'currently', 'subscriber', 'service', 'switched', 'regular', 'commercial', 'rate', 'service', 'provider', 'responsible', 'entire', 'cost', 'service', 'matching', 'gift', 'volunteer', 'incentive', 'program', 'matching', 'gift', 'program', 'grant', 'suspended', 'indefinitely', 'consider', 'immediate', 'need', 'employee', 'trying', 'time', 'appropriate', 'discontinue', 'dollar', 'dollar', 'match', 'charitable', 'contribution', 'well', 'cash', 'donation', 'employee', 'volunteer', 'hour', 'nonprofit', 'organization', 'matching', 'gift', 'submission', 'received', 'prior', 'regret', 'make', 'change', 'must', 'continue', 'look', 'way', 'reduce', 'operating', 'expense', 'transition', 'period']"
Normal,"['request', 'pending', 'approval', 'day', 'please', 'click', 'review', 'act', 'upon', 'request', 'request', 'id', 'request', 'create', 'date', 'resource', 'name', 'risk', 'acceptance', 'form', 'local', 'right', 'permanent', 'resource', 'type', 'application']"
Normal,"['image', 'dear', 'reader', 'image', 'image', 'selected', 'receive', 'free', 'trial', 'issue', 'far', 'eastern', 'economic', 'review', 'authoritative', 'business', 'magazine', 'subscribe', 'enjoy', 'saving', 'cover', 'price', 'plus', 'receive', 'digital', 'camera', 'absolutely', 'free', 'image', 'image', 'every', 'week', 'review', 'break', 'new', 'ground', 'business', 'political', 'insight', 'give', 'powerful', 'edge', 'business', 'dont', 'miss', 'opportunity', 'take', 'special', 'offer', 'image', 'image', 'china', 'fast', 'opportunity', 'abound', 'access', 'understand', 'ongoing', 'impact', 'change', 'business', 'china', 'review', 'correspondent', 'unearth', 'news', 'insight', 'provide', 'comprehensive', 'weekly', 'briefing', 'anyone', 'business', 'china', 'image', 'image', 'subscribe', 'receive', 'two', 'complimentary', 'issue', 'review', 'plus', 'digital', 'camera', 'absolutely', 'free', 'also', 'enjoy', 'saving', 'cover', 'price', 'subscribe', 'otherwise', 'two', 'free', 'issue', 'keep', 'take', 'advantage', 'special', 'offer', 'free', 'issue', 'subscribe', 'please', 'click', 'sincerely', 'image', 'publisher', 'far', 'eastern', 'economic', 'review', 'image', 'wish', 'receive', 'u', 'future', 'please', 'send', 'blank', 'image']"
Normal,"['report', 'west', 'available']"
Normal,"['image', 'wish', 'receive', 'future', 'click', 'image']"
Normal,"['behind', 'wheel', 'fully', 'loaded', 'news', 'information', 'image', 'fully', 'load', 'news', 'information', 'volume', 'issue', 'image', 'buy', 'finance', 'maintain', 'sell', 'enjoy', 'get', 'best', 'ice', 'rebate', 'incentive', 'level', 'zero', 'percent', 'f', 'offer', 'many', 'new', 'model', 'dont', 'left', 'ti', 'buy', 'click', 'pick', 'car', 'get', 'best', 'minute', 'convenience', 'home', 'click', 'month', 'exciting', 'vehicle', 'profile', 'envoy', 'envoy', 'read', 'comfortable', 'click', 'rendezvous', 'rendezvous', 'min', 'sedan', 'learn', 'new', 'crossover', 'vehicle', 'click', 'e', 'image', 'shop', 'smart', 'research', 'new', 'vehicle', 'buy', 'tool', 'need', 'make', 'informed', 'purchase', 'decision', 'side', 'comparison', 'interior', 'exterior', 'photo', 'profile', 'safety', 'inform', 'research', 'center', 'rebate', 'rebate', 'keep', 'coming', 'continued', 'd', 'click', 'learn', 'recent', 'rebate', 'incentive', 'offer', 'sa', 'rating', 'sure', 'crash', 'new', 'car', 'wall', 'let', 'government', 'click', 'crash', 'test', 'rating', 'image', 'top', 'ten', 'find', 'vehicle', 'member', 'community', 'cruiser', 'base', 'ford', 'escape', 'door', 'x', 'ford', 'escape', 'x', 'c', 'fe', 'd', 'sport', 'x', 'c', 'door', 'x', 'quick', 'quote', 'g', 'jump', 'new', 'free', 'quote', 'without', 'ever', 'leaving', 'home', 'general', 'martin', 'c', 'dodge', 'ford', 'honda', 'jaguar', 'j', 'land', 'rover', 'lotus', 'sell', 'car', 'classified', 'use', 'classified', 'ad', 'reach', 'million', 'car', 'buyer', 'sell', 'section', 'also', 'full', 'useful', 'car', 'selling', 'tip', 'price', 'guide', 'insurance', 'easy', 'save', 'q', 'auto', 'insurance', 'click', 'free', 'quo', 'te', 'find', 'local', 'agent']"
Normal,"['window', 'job', 'must', 'join', 'dark', 'side', 'thing', 'many', 'people', 'say', 'seen', 'apple', 'sleek', 'new', 'music', 'player', 'here', 'hitch', 'there', 'window', 'version', 'right', 'betting', 'here', 'plan', 'job', 'foray', 'darkness', 'news', 'analysis', 'carr', 'm', 'settle', 'ship', 'open', 'source', 'face', 'reality', 'may', 'settle', 'time', 'could', 'get', 'slew', 'private', 'antitrust', 'suit', 'school', 'good', 'cause', 'doubt', 'really', 'make', 'legal', 'violation', 'expert', 'advice', 'viva', 'la', 'still', 'state', 'mind', 'new', 'product', 'people', 'fall', 'dominate', 'week', 'tally', 'top', 'tech', 'search', 'term', 'fly', 'search', 'engine', 'bring', 'latest', 'find', 'whats', 'harry', 'potter', 'hack', 'attack', 'getting', 'harder', 'stop', 'malicious', 'user', 'learning', 'better', 'outsmart', 'captor', 'new', 'report', 'say', 'theyre', 'worm', 'carry', 'attack', 'router', 'could', 'bring', 'whole', 'portion', 'watch', 'scoop', 'make', 'window', 'easy', 'way', 'youve', 'operating', 'system', 'month', 'time', 'start', 'bending', 'though', 'still', 'hard', 'come', 'found', 'three', 'let', 'tweak', 'os', 'look', 'optimize', 'performance', 'crucial', 'click', 'make', 'sure', 'see', 'feature', 'today', 'dont', 'miss', 'holiday', 'gift', 'guide', 'check', 'latest', 'burner', 'security', 'elsewhere', 'miss', 'get', 'detail', 'special', 'report', 'dont', 'miss', 'top', 'price', 'drop', 'premier', 'vendor', 'shopper', 'free', 'trial', 'offer', 'leading', 'business', 'technology', 'magazine', 'find', 'perfect', 'present', 'holiday', 'gift', 'guide', 'check', 'popular', 'notebook', 'camera', 'come', 'free', 'charge', 'service', 'companion', 'web', 'site', 'full', 'detail', 'story', 'see', 'plus', 'news', 'link', 'information', 'much', 'visit', 'subscribe', 'make', 'change', 'subscription', 'please', 'go', 'sending', 'news', 'alert', 'address', 'please', 'make', 'sure', 'provide', 'address', 'message', 'u', 'thanks', 'copyright', 'registered', 'service', 'mark', 'service', 'mark']"
Normal,"['good', 'morning', 'effort', 'smooth', 'problem', 'seen', 'past', 'would', 'like', 'start', 'getting', 'estimate', 'nightly', 'try', 'prevent', 'unnecessary', 'surprise', 'morning', 'expect', 'group', 'contact', 'leave', 'night', 'estimate', 'range', 'give', 'certainly', 'help', 'u', 'avoid', 'fire', 'drill', 'next', 'day', 'concern', 'please', 'let', 'know', 'otherwise', 'book', 'calling', 'stopping', 'desk', 'around', 'daily', 'get', 'estimate', 'thanks', 'x']"
Normal,"['request', 'pending', 'approval', 'day', 'please', 'click', 'review', 'act', 'upon', 'request', 'request', 'id', 'request', 'create', 'date', 'resource', 'name', 'risk', 'acceptance', 'form', 'local', 'right', 'permanent', 'resource', 'type', 'application']"
Normal,"['immediate', 'release', 'pro', 'revenue', 'management', 'energy', 'profit', 'optimization', 'web', 'seminar', 'series', 'pro', 'revenue', 'management', 'world', 'leader', 'revenue', 'optimization', 'science', 'today', 'series', 'energy', 'profit', 'optimization', 'web', 'seminar', 'natural', 'gas', 'pipeline', 'storage', 'trading', 'industry', 'pro', 'cordially', 'invite', 'attend', 'series', 'set', 'four', 'seminar', 'o', 'th', 'pipeline', 'natural', 'gas', 'profit', 'optimization', 'central', 'time', 'o', 'th', 'storage', 'profit', 'optimization', 'storage', 'operator', 'central', 'time', 'o', 'th', 'storage', 'profit', 'optimization', 'storage', 'trader', 'central', 'time', 'o', 'th', 'trading', 'profit', 'optimization', 'central', 'time', 'recently', 'wall', 'street', 'analyst', 'company', 'neglect', 'implement', 'yield', 'management', 'technique', 'become', 'uncompetitive', 'pro', 'revenue', 'management', 'solution', 'incremental', 'revenue', 'incremental', 'profit', 'web', 'seminar', 'allow', 'industry', 'leader', 'learn', 'experience', 'pro', 'year', 'solution', 'seminar', 'cover', 'basic', 'increasing', 'revenue', 'profit', 'providing', 'insight', 'data', 'used', 'forecast', 'demand', 'elasticity', 'optimize', 'profit', 'participant', 'previous', 'pro', 'seminar', 'found', 'session', 'extremely', 'helpful', 'improving', 'business', 'making', 'valuable', 'respective', 'organization', 'web', 'format', 'allow', 'participant', 'attend', 'remote', 'location', 'ask', 'question', 'interact', 'presenter', 'browser', 'telephone', 'number', 'seminar', 'free', 'charge', 'space', 'limited', 'first', 'come', 'first', 'basis', 'information', 'registration', 'found', 'send', 'interested', 'participant', 'receive', 'conference', 'access', 'information', 'pro', 'pro', 'revenue', 'management', 'world', 'leader', 'revenue', 'optimization', 'solution', 'pioneer', 'dominant', 'provider', 'revenue', 'management', 'energy', 'industry', 'pro', 'system', 'solution', 'energy', 'cargo', 'rail', 'broadcast', 'industry', 'licensed', 'system', 'client', 'country', 'pro', 'client', 'include', 'top', 'carrier', 'industry', 'pro', 'mission', 'maximize', 'revenue', 'client', 'pro', 'revenue', 'management', 'science', 'system', 'solution', 'best', 'practice', 'business', 'consulting', 'pro', 'client', 'report', 'annual', 'incremental', 'revenue', 'increase', 'result', 'revenue', 'management', 'pro', 'solution', 'forecast', 'demand', 'optimize', 'inventory', 'provide', 'dynamic', 'maximize', 'revenue', 'pro', 'revenue', 'management', 'revenue', 'growth', 'large', 'part', 'due', 'intellectual', 'capital', 'staff', 'nearly', 'half', 'pro', 'professional', 'staff', 'advanced', 'degree', 'staff', 'cumulative', 'total', 'language', 'company', 'profitable', 'year', 'revenue', 'million', 'information', 'pro', 'revenue', 'management', 'please', 'visit', 'call', 'candy', 'main', 'street', 'suite']"
Normal,"['original', 'message', 'sent', 'mog', 'south', 'steven', 'p', 'frank', 'jay', 'm', 'gay', 'l', 'jane', 'm', 'mike']"
Normal,"['image', 'hi', 'within', 'last', 'week', 'received', 'membership', 'opt', 'e', 'opt', 'network', 'promise', 'commit', 'y', 'highly', 'rewarding', 'experience', 'offer', 'include', 'discount', 'bargain', 'special', 'offer', 'along', 'entertainment', 'trave', 'l', 'financial', 'opportunity', 'let', 'u', 'extend', 'warm', 'welcome', 'offering', 'yo', 'u', 'one', 'last', 'opportunity', 'redeem', 'gift', 'certificate', 'cash', 'gift', 'certificate', 'thats', 'part', 'new', 'm', 'ember', 'welcome', 'gift', 'redeem', 'gift', 'certificate', 'today', 'free', 'day', 'night', 'luxurious', 'hotel', 'resort', 'one', 'u', 'destination', 'even', 'image', 'there', 'string', 'attached', 'click', 'cash', 'ce', 'start', 'indulgent', 'min', 'city', 'near', 'click', 'redeem', 'gift', 'certificate', 'w', 'million', 'subscriber', 'opt', 'network', 'strong', 'offer', 'exclusive', 'deal', 'like', 'receive', 'mail', 'opt', 'network', 'know', 'worth', 'opening', 'welcome', 'opt', 'network', 'regard', 'opt', 'network', 'team', 'reason', 'choose', 'participate', 'opt', 'n', 'get', 'free', 'heavily', 'offer', 'please', 'click', 'send', 'remove', 'smart', 'l', 'click', 'away', 'sent', 'unsolicited', 'message', 'sent', 'subscriber', 'address', 'please', 'click', 'send', 'mail', 'remove']"
Normal,"['weekly', 'movie', 'image', 'starting', 'near', 'z', 'code', 'receive', 'zip', 'code', 'different', 'future', 'click', 'image', 'image', 'lord', 'ring', 'fellowship', 'ring', 'lord', 'ring', 'fellowship', 'ring', 'w', 'literary', 'sensation', 'th', 'century', 'becomes', 'event', 'st', 'century', 'lord', 'ring', 'th', 'e', 'fellowship', 'ring', 'first', 'film', 'adaptation', 'trilogy', 'epic', 'good', 'u', 'evil', 'extraordinary', 'hero', 'wondrous', 'creature', 'dark', 'army', 'movie', 'audience', 'world', 't', 'memorable', 'inhabitant', 'visionary', 'peter', 'star', 'cast', 'wood', 'cate', 'holm', 'lord', 'store', 'book', 'photo', 'toy', 'trailer', 'magazine', 'make', 'gift', 'new', 'magazine', 'subscription', 'find', 'ay', 'low', 'price', 'entertainment', 'movie', 'buff', 'list', 'image', 'image', 'lord', 'ring', 'fellowship', 'th', 'e', 'ring', 'freeway', 'studio', 'p', 'm', 'palace', 'n', 'viewer', 'favorite', 'weekly', 'cover', 'lord', 'potter', 'sorcerer', 'sky', 'list', 'visit', 'majestic', 'life', 'come', 'focus', 'one', 'frame', 'time', 'star', 'majestic', 'director', 'green', 'mile', 'image', 'image', 'film', 'opening', 'week', 'high', 'man', 'jimmy', 'neutron', 'boy', 'genius', 'rob', 'joe', 'somebody', 'al', 'lord', 'ring', 'fellowship', 'ring', 'wood', 'majestic', 'martin', 'landau', 'image', 'image', 'theater', 'near', 'zip', 'code', 'please', 'note', 'start', 'receive', 'show', 'time', 'zip', 'code', 'different', 'future', 'click', 'image', 'image', 'studio', 'palace', 'image', 'image', 'e', 'freeway', 'behind', 'enemy', 'l', 'gene', 'hackman', 'average', 'customer', 'review', 'tar', 'black', 'average', 'customer', 'review', 'o', 'ut', 'star', 'harry', 'potter', 'sorcerer', 'stone', 'average', 'customer', 'review', 'star', 'p', 'm', 'high', 'man', 'average', 'customer', 'review', 'star', 'jimmy', 'neutron', 'b', 'genius', 'rob', 'joe', 'somebody', 'average', 'customer', 'review', 'st', 'ar', 'd', 'ring', 'fellowship', 'ring', 'wood', 'average', 'customer', 'review', 'star', 'majestic', 'martin', 'landau', 'average', 'customer', 'review', 'star', 'mon', 'goodman', 'billy', 'crystal', 'average', 'customer', 'review', 'star', 'another', 'teen', 'movie', 'average', 'customer', 'review', 'star', 'ocean', 'eleven', 'brad', 'average', 'customer', 'review', 'star', 'spy', 'game', 'ad', 'average', 'customer', 'review', 'star', 'vanilla', 'sky', 'cruise', 'aver', 'age', 'customer', 'review', 'star', 'return', 'top', 'studio', 'tau', 'tou', 'average', 'customer', 'review', 'star', 'me', 'behind', 'enemy', 'line', 'gene', 'hackman', 'average', 'customer', 'review', 'star', 'black', 'average', 'customer', 'review', 'star', 'harry', 'potter', 'sorcerer', 'stone', 'average', 'customer', 'review', 'star', 'high', 'man', 'r', 'average', 'customer', 'review', 'star', 'jimmy', 'neutron', 'boy', 'genius', 'rob', 'joe', 'somebody', 'average', 'customer', 'review', 'star', 'lo', 'ring', 'fellowship', 'ring', 'wood', 'average', 'customer', 'review', 'star', 'm', 'tic', 'martin', 'landau', 'average', 'customer', 'review', 'r', 'monster', 'goodman', 'billy', 'crystal', 'average', 'review', 'star', 'another', 'teen', 'movie', 'average', 'customer', 'review', 'star', 'p', 'm', 'eleven', 'brad', 'average', 'customer', 'review', 'star', 'p', 'm', 'm', 'shallow', 'jack', 'black', 'average', 'customer', 'rev', 'star', 'spy', 'game', 'brad', 'average', 'customer', 'review', 'star', 'ghost', 'n', 'average', 'customer', 'review', 'star', 'vanilla', 'sky', 'cruise', 'average', 'customer', 'view', 'star', 'return', 'top', 'pal', 'ace', 'behind', 'enemy', 'line', 'gene', 'hackman', 'average', 'customer', 'r', 'star', 'harry', 'potter', 'sorcerer', 'stone', 'average', 'customer', 'view', 'star', 'high', 'man', 'average', 'review', 'star', 'jimmy', 'neutron', 'boy', 'genius', 'b', 'joe', 'somebody', 'average', 'customer', 'review', 'star', 'lord', 'ring', 'fellowship', 'ring', 'wood', 'average', 'customer', 'review', 'o', 'ut', 'star', 'majestic', 'martin', 'landau', 'average', 'customer', 'review', 'star', 'monster', 'goodman', 'billy', 'crystal', 'average', 'customer', 'review', 'star', 'another', 'teen', 'movie', 'average', 'omer', 'review', 'star', 'ocean', 'eleven', 'brad', 'average', 'customer', 'review', 'star', 'spy', 'game', 'brad', 'average', 'customer', 'review', 'star', 'vanilla', 'sky', 'cruise', 'customer', 'review', 'star', 'image', 'top', 'hope', 'newsletter', 'however', 'youd', 'like', 'please', 'use', 'link', 'w', 'click', 'account', 'button', 'top', 'right', 'corner', 'page', 'web', 'site', 'subscription', 'heading', 'click', 'manage', 'weekly', 'movie', 'link', 'right', 'reserved', 'may', 'also', 'change', 'communication', 'preference', 'following', 'l', 'ink', 'image']"
Normal,"['hold', 'transferring', 'physical', 'position', 'desk', 'desk', 'end', 'transfer', 'position', 'daily', 'index', 'mid', 'price', 'please', 'monitor', 'book', 'make', 'certain', 'deal', 'transferred', 'prior', 'monthly', 'daily', 'mid', 'price', 'thanks', 'mike']"
Normal,"['report', 'west', 'available']"
Normal,"['information', 'wish', 'distributed', 'class', 'week', 'please', 'get', 'upcoming', 'morning', 'short', 'item', 'fine', 'havent', 'getting', 'much', 'information', 'last', 'week', 'running', 'class', 'calendar', 'entry', 'either', 'spouse', 'listed', 'member', 'leadership', 'team', 'way', 'school', 'class', 'second', 'church', 'dont', 'want', 'get', 'weekly', 'reminder', 'spouse', 'available', 'please', 'let', 'know', 'regard', 'g', 'hash', 'corp', 'suite', 'dairy']"
Normal,"['received', 'listed', 'security', 'approver', 'please', 'click', 'review', 'act', 'upon', 'request', 'request', 'id', 'request', 'create', 'date', 'resource', 'name', 'ice', 'external', 'intercontinental', 'exchange', 'u', 'natural', 'gas', 'resource', 'type', 'application']"
Normal,"['received', 'listed', 'security', 'approver', 'please', 'click', 'review', 'act', 'upon', 'request', 'request', 'id', 'request', 'create', 'date', 'resource', 'name', 'ice', 'external', 'intercontinental', 'exchange', 'u', 'natural', 'gas', 'resource', 'type', 'application']"
Normal,"['weve', 'merger', 'document', 'update', 'site', 'result', 'many', 'question', 'youve', 'concerning', 'merger', 'question', 'include', 'stock', 'option', 'benefit', 'immigration', 'status', 'please', 'stay', 'tuned', 'additional', 'update']"
Normal,"['give', 'phone', 'number', 'mind', 'thanks', 'original', 'message', 'sent', 'greeting', 'al', 'sorry', 'hear', 'news', 'give', 'call', 'today', 'original', 'message', 'pollard', 'sent', 'greeting', 'laid', 'week', 'ago', 'unfortunately', 'one', 'believe', 'going', 'hope', 'right', 'give', 'call', 'drop', 'chance', 'let', 'know', 'good', 'time', 'call', 'al', 'pollard', 'property', 'corp', 'relevant', 'affiliate', 'may', 'contain', 'confidential', 'privileged', 'material', 'sole', 'use', 'intended', 'recipient', 'review', 'use', 'distribution', 'disclosure', 'strictly', 'intended', 'recipient', 'authorized', 'receive', 'recipient', 'please', 'contact', 'sender', 'reply', 'corp', 'delete', 'copy', 'message', 'attachment', 'hereto', 'intended', 'offer', 'acceptance', 'create', 'evidence', 'binding', 'enforceable', 'contract', 'corp', 'affiliate', 'intended', 'recipient', 'party', 'may', 'anyone', 'basis', 'contract', 'estoppel', 'otherwise', 'thank']"
Normal,"['laid', 'week', 'ago', 'unfortunately', 'one', 'believe', 'going', 'hope', 'right', 'give', 'call', 'drop', 'chance', 'let', 'know', 'good', 'time', 'call', 'al', 'pollard']"
Normal,"['attachment', 'date', 'mike', 'tony', 'rather', 'fill', 'design', 'selection', 'attached']"
Normal,"['hope', 'great', 'thanksgiving', 'holiday', 'drop', 'note', 'see', 'look', 'anything', 'else', 'let', 'know', 'need', 'anything', 'else', 'sincerely', 'notice', 'regarding', 'entry', 'order', 'instruction', 'please', 'transmit', 'order', 'instruction', 'regarding', 'account', 'order', 'instruction', 'accepted', 'responsible', 'carrying', 'order', 'instruction', 'notice', 'regarding', 'privacy', 'confidentiality', 'reserve', 'right', 'monitor', 'review', 'content', 'communication', 'sent', 'received', 'employee']"
